thres	recall	precision	correct	recognized	all
thres:0.214469	0.482737	0.639246	correct:3831.000000	recognized:5993.000000	all:7936.000000
thres:0.216199	0.475176	0.641217	correct:3771.000000	recognized:5881.000000	all:7936.000000
thres:0.217929	0.469506	0.644080	correct:3726.000000	recognized:5785.000000	all:7936.000000
thres:0.219658	0.462954	0.646831	correct:3674.000000	recognized:5680.000000	all:7936.000000
thres:0.221388	0.456527	0.650449	correct:3623.000000	recognized:5570.000000	all:7936.000000
thres:0.223117	0.449723	0.653663	correct:3569.000000	recognized:5460.000000	all:7936.000000
thres:0.224847	0.443170	0.655912	correct:3517.000000	recognized:5362.000000	all:7936.000000
thres:0.226576	0.434980	0.657524	correct:3452.000000	recognized:5250.000000	all:7936.000000
thres:0.228306	0.427545	0.660374	correct:3393.000000	recognized:5138.000000	all:7936.000000
thres:0.230036	0.421119	0.663754	correct:3342.000000	recognized:5035.000000	all:7936.000000
thres:0.231765	0.414062	0.666531	correct:3286.000000	recognized:4930.000000	all:7936.000000
thres:0.233495	0.407762	0.669563	correct:3236.000000	recognized:4833.000000	all:7936.000000
thres:0.235224	0.400328	0.671954	correct:3177.000000	recognized:4728.000000	all:7936.000000
thres:0.236954	0.392389	0.674318	correct:3114.000000	recognized:4618.000000	all:7936.000000
thres:0.238684	0.384199	0.674558	correct:3049.000000	recognized:4520.000000	all:7936.000000
thres:0.240413	0.376008	0.676797	correct:2984.000000	recognized:4409.000000	all:7936.000000
thres:0.242143	0.369960	0.679944	correct:2936.000000	recognized:4318.000000	all:7936.000000
thres:0.243872	0.364415	0.681593	correct:2892.000000	recognized:4243.000000	all:7936.000000
thres:0.245602	0.357989	0.683755	correct:2841.000000	recognized:4155.000000	all:7936.000000
thres:0.247332	0.350302	0.685235	correct:2780.000000	recognized:4057.000000	all:7936.000000
thres:0.249061	0.344254	0.687123	correct:2732.000000	recognized:3976.000000	all:7936.000000
thres:0.250791	0.337828	0.688318	correct:2681.000000	recognized:3895.000000	all:7936.000000
thres:0.252520	0.331653	0.695009	correct:2632.000000	recognized:3787.000000	all:7936.000000
thres:0.254250	0.326361	0.697174	correct:2590.000000	recognized:3715.000000	all:7936.000000
thres:0.255980	0.320060	0.701270	correct:2540.000000	recognized:3622.000000	all:7936.000000
thres:0.257709	0.313256	0.703054	correct:2486.000000	recognized:3536.000000	all:7936.000000
thres:0.259439	0.306830	0.706206	correct:2435.000000	recognized:3448.000000	all:7936.000000
thres:0.261168	0.300025	0.707788	correct:2381.000000	recognized:3364.000000	all:7936.000000
thres:0.262898	0.293725	0.709805	correct:2331.000000	recognized:3284.000000	all:7936.000000
thres:0.264628	0.288180	0.712905	correct:2287.000000	recognized:3208.000000	all:7936.000000
thres:0.266357	0.281376	0.715705	correct:2233.000000	recognized:3120.000000	all:7936.000000
thres:0.268087	0.275328	0.717334	correct:2185.000000	recognized:3046.000000	all:7936.000000
thres:0.269816	0.269153	0.718225	correct:2136.000000	recognized:2974.000000	all:7936.000000
thres:0.271546	0.263357	0.719449	correct:2090.000000	recognized:2905.000000	all:7936.000000
thres:0.273275	0.258443	0.721675	correct:2051.000000	recognized:2842.000000	all:7936.000000
thres:0.275005	0.252394	0.723105	correct:2003.000000	recognized:2770.000000	all:7936.000000
thres:0.276735	0.246850	0.726902	correct:1959.000000	recognized:2695.000000	all:7936.000000
thres:0.278464	0.241809	0.730213	correct:1919.000000	recognized:2628.000000	all:7936.000000
thres:0.280194	0.236643	0.735893	correct:1878.000000	recognized:2552.000000	all:7936.000000
thres:0.281923	0.231981	0.738764	correct:1841.000000	recognized:2492.000000	all:7936.000000
thres:0.283653	0.225932	0.739381	correct:1793.000000	recognized:2425.000000	all:7936.000000
thres:0.285383	0.221522	0.743655	correct:1758.000000	recognized:2364.000000	all:7936.000000
thres:0.287112	0.217364	0.745785	correct:1725.000000	recognized:2313.000000	all:7936.000000
thres:0.288842	0.213206	0.751666	correct:1692.000000	recognized:2251.000000	all:7936.000000
thres:0.290571	0.208417	0.751818	correct:1654.000000	recognized:2200.000000	all:7936.000000
thres:0.292301	0.202999	0.752452	correct:1611.000000	recognized:2141.000000	all:7936.000000
thres:0.294031	0.197203	0.752404	correct:1565.000000	recognized:2080.000000	all:7936.000000
thres:0.295760	0.192414	0.755193	correct:1527.000000	recognized:2022.000000	all:7936.000000
thres:0.297490	0.188508	0.759777	correct:1496.000000	recognized:1969.000000	all:7936.000000
thres:0.299219	0.184728	0.765535	correct:1466.000000	recognized:1915.000000	all:7936.000000
thres:0.300949	0.181326	0.770755	correct:1439.000000	recognized:1867.000000	all:7936.000000
thres:0.302679	0.177671	0.770913	correct:1410.000000	recognized:1829.000000	all:7936.000000
thres:0.304408	0.173009	0.776584	correct:1373.000000	recognized:1768.000000	all:7936.000000
thres:0.306138	0.168599	0.774306	correct:1338.000000	recognized:1728.000000	all:7936.000000
thres:0.307867	0.165575	0.776137	correct:1314.000000	recognized:1693.000000	all:7936.000000
thres:0.309597	0.159904	0.775672	correct:1269.000000	recognized:1636.000000	all:7936.000000
thres:0.311326	0.156502	0.775765	correct:1242.000000	recognized:1601.000000	all:7936.000000
thres:0.313056	0.152218	0.776350	correct:1208.000000	recognized:1556.000000	all:7936.000000
thres:0.314786	0.148564	0.779762	correct:1179.000000	recognized:1512.000000	all:7936.000000
thres:0.316515	0.144531	0.782401	correct:1147.000000	recognized:1466.000000	all:7936.000000
thres:0.318245	0.140247	0.782700	correct:1113.000000	recognized:1422.000000	all:7936.000000
thres:0.319974	0.136845	0.782421	correct:1086.000000	recognized:1388.000000	all:7936.000000
thres:0.321704	0.132308	0.783582	correct:1050.000000	recognized:1340.000000	all:7936.000000
thres:0.323434	0.129284	0.784404	correct:1026.000000	recognized:1308.000000	all:7936.000000
thres:0.325163	0.126764	0.785937	correct:1006.000000	recognized:1280.000000	all:7936.000000
thres:0.326893	0.123488	0.789686	correct:980.000000	recognized:1241.000000	all:7936.000000
thres:0.328622	0.119960	0.794658	correct:952.000000	recognized:1198.000000	all:7936.000000
thres:0.330352	0.117314	0.795726	correct:931.000000	recognized:1170.000000	all:7936.000000
thres:0.332082	0.113533	0.794533	correct:901.000000	recognized:1134.000000	all:7936.000000
thres:0.333811	0.111139	0.801090	correct:882.000000	recognized:1101.000000	all:7936.000000
thres:0.335541	0.108619	0.805607	correct:862.000000	recognized:1070.000000	all:7936.000000
thres:0.337270	0.105847	0.807692	correct:840.000000	recognized:1040.000000	all:7936.000000
thres:0.339000	0.102823	0.809524	correct:816.000000	recognized:1008.000000	all:7936.000000
thres:0.340730	0.100302	0.810591	correct:796.000000	recognized:982.000000	all:7936.000000
thres:0.342459	0.097278	0.813488	correct:772.000000	recognized:949.000000	all:7936.000000
thres:0.344189	0.094884	0.819369	correct:753.000000	recognized:919.000000	all:7936.000000
thres:0.345918	0.090474	0.815909	correct:718.000000	recognized:880.000000	all:7936.000000
thres:0.347648	0.087954	0.818288	correct:698.000000	recognized:853.000000	all:7936.000000
thres:0.349378	0.085938	0.820698	correct:682.000000	recognized:831.000000	all:7936.000000
thres:0.351107	0.083795	0.823020	correct:665.000000	recognized:808.000000	all:7936.000000
thres:0.352837	0.082409	0.825758	correct:654.000000	recognized:792.000000	all:7936.000000
thres:0.354566	0.080015	0.826823	correct:635.000000	recognized:768.000000	all:7936.000000
thres:0.356296	0.078881	0.830239	correct:626.000000	recognized:754.000000	all:7936.000000
thres:0.358025	0.077243	0.831750	correct:613.000000	recognized:737.000000	all:7936.000000
thres:0.359755	0.073841	0.827684	correct:586.000000	recognized:708.000000	all:7936.000000
thres:0.361485	0.071321	0.827485	correct:566.000000	recognized:684.000000	all:7936.000000
thres:0.363214	0.069052	0.827795	correct:548.000000	recognized:662.000000	all:7936.000000
thres:0.364944	0.066910	0.836220	correct:531.000000	recognized:635.000000	all:7936.000000
thres:0.366673	0.065020	0.837662	correct:516.000000	recognized:616.000000	all:7936.000000
thres:0.368403	0.063256	0.843697	correct:502.000000	recognized:595.000000	all:7936.000000
thres:0.370133	0.061240	0.843750	correct:486.000000	recognized:576.000000	all:7936.000000
thres:0.371862	0.059098	0.842011	correct:469.000000	recognized:557.000000	all:7936.000000
thres:0.373592	0.058342	0.846435	correct:463.000000	recognized:547.000000	all:7936.000000
thres:0.375321	0.057586	0.846296	correct:457.000000	recognized:540.000000	all:7936.000000
thres:0.377051	0.056074	0.850860	correct:445.000000	recognized:523.000000	all:7936.000000
thres:0.378781	0.054814	0.849609	correct:435.000000	recognized:512.000000	all:7936.000000
thres:0.380510	0.052545	0.845842	correct:417.000000	recognized:493.000000	all:7936.000000
thres:0.382240	0.050907	0.843424	correct:404.000000	recognized:479.000000	all:7936.000000
thres:0.383969	0.049017	0.851204	correct:389.000000	recognized:457.000000	all:7936.000000
thres:0.385699	0.047757	0.853604	correct:379.000000	recognized:444.000000	all:7936.000000
thres:0.387429	0.046497	0.856148	correct:369.000000	recognized:431.000000	all:7936.000000
thres:0.389158	0.045741	0.856132	correct:363.000000	recognized:424.000000	all:7936.000000
thres:0.390888	0.044103	0.857843	correct:350.000000	recognized:408.000000	all:7936.000000
thres:0.392617	0.042969	0.863291	correct:341.000000	recognized:395.000000	all:7936.000000
thres:0.394347	0.041457	0.868074	correct:329.000000	recognized:379.000000	all:7936.000000
thres:0.396076	0.039945	0.866120	correct:317.000000	recognized:366.000000	all:7936.000000
thres:0.397806	0.039189	0.866295	correct:311.000000	recognized:359.000000	all:7936.000000
thres:0.399536	0.037802	0.864553	correct:300.000000	recognized:347.000000	all:7936.000000
thres:0.401265	0.036668	0.866071	correct:291.000000	recognized:336.000000	all:7936.000000
thres:0.402995	0.036038	0.874618	correct:286.000000	recognized:327.000000	all:7936.000000
thres:0.404724	0.035030	0.876972	correct:278.000000	recognized:317.000000	all:7936.000000
thres:0.406454	0.033770	0.881579	correct:268.000000	recognized:304.000000	all:7936.000000
thres:0.408184	0.032888	0.881757	correct:261.000000	recognized:296.000000	all:7936.000000
thres:0.409913	0.031880	0.881533	correct:253.000000	recognized:287.000000	all:7936.000000
thres:0.411643	0.030872	0.887681	correct:245.000000	recognized:276.000000	all:7936.000000
thres:0.413372	0.029738	0.890566	correct:236.000000	recognized:265.000000	all:7936.000000
thres:0.415102	0.027470	0.886179	correct:218.000000	recognized:246.000000	all:7936.000000
thres:0.416832	0.025958	0.884120	correct:206.000000	recognized:233.000000	all:7936.000000
thres:0.418561	0.025076	0.880531	correct:199.000000	recognized:226.000000	all:7936.000000
thres:0.420291	0.024446	0.877828	correct:194.000000	recognized:221.000000	all:7936.000000
thres:0.422020	0.023690	0.874419	correct:188.000000	recognized:215.000000	all:7936.000000
thres:0.423750	0.022681	0.869565	correct:180.000000	recognized:207.000000	all:7936.000000
thres:0.425480	0.021169	0.865979	correct:168.000000	recognized:194.000000	all:7936.000000
thres:0.427209	0.021043	0.874346	correct:167.000000	recognized:191.000000	all:7936.000000
thres:0.428939	0.020035	0.868852	correct:159.000000	recognized:183.000000	all:7936.000000
thres:0.430668	0.019783	0.867403	correct:157.000000	recognized:181.000000	all:7936.000000
thres:0.432398	0.019153	0.868571	correct:152.000000	recognized:175.000000	all:7936.000000
thres:0.434127	0.018145	0.878049	correct:144.000000	recognized:164.000000	all:7936.000000
thres:0.435857	0.017515	0.879747	correct:139.000000	recognized:158.000000	all:7936.000000
thres:0.437587	0.016507	0.873333	correct:131.000000	recognized:150.000000	all:7936.000000
thres:0.439316	0.015751	0.880282	correct:125.000000	recognized:142.000000	all:7936.000000
thres:0.441046	0.014869	0.874074	correct:118.000000	recognized:135.000000	all:7936.000000
thres:0.442775	0.014239	0.869231	correct:113.000000	recognized:130.000000	all:7936.000000
thres:0.444505	0.013861	0.873016	correct:110.000000	recognized:126.000000	all:7936.000000
thres:0.446235	0.013483	0.877049	correct:107.000000	recognized:122.000000	all:7936.000000
thres:0.447964	0.012727	0.878261	correct:101.000000	recognized:115.000000	all:7936.000000
thres:0.449694	0.012097	0.872727	correct:96.000000	recognized:110.000000	all:7936.000000
thres:0.451423	0.011971	0.896226	correct:95.000000	recognized:106.000000	all:7936.000000
thres:0.453153	0.011719	0.902913	correct:93.000000	recognized:103.000000	all:7936.000000
thres:0.454883	0.011341	0.900000	correct:90.000000	recognized:100.000000	all:7936.000000
thres:0.456612	0.010585	0.893617	correct:84.000000	recognized:94.000000	all:7936.000000
thres:0.458342	0.010333	0.901099	correct:82.000000	recognized:91.000000	all:7936.000000
thres:0.460071	0.010081	0.919540	correct:80.000000	recognized:87.000000	all:7936.000000
thres:0.461801	0.009577	0.915663	correct:76.000000	recognized:83.000000	all:7936.000000
thres:0.463531	0.009073	0.935065	correct:72.000000	recognized:77.000000	all:7936.000000
thres:0.465260	0.008695	0.945205	correct:69.000000	recognized:73.000000	all:7936.000000
thres:0.466990	0.008317	0.942857	correct:66.000000	recognized:70.000000	all:7936.000000
thres:0.468719	0.007812	0.939394	correct:62.000000	recognized:66.000000	all:7936.000000
thres:0.470449	0.007560	0.937500	correct:60.000000	recognized:64.000000	all:7936.000000
thres:0.472179	0.006804	0.931034	correct:54.000000	recognized:58.000000	all:7936.000000
thres:0.473908	0.006552	0.945455	correct:52.000000	recognized:55.000000	all:7936.000000
thres:0.475638	0.006048	0.941176	correct:48.000000	recognized:51.000000	all:7936.000000
thres:0.477367	0.005292	0.933333	correct:42.000000	recognized:45.000000	all:7936.000000
thres:0.479097	0.005292	0.933333	correct:42.000000	recognized:45.000000	all:7936.000000
thres:0.480826	0.005166	0.931818	correct:41.000000	recognized:44.000000	all:7936.000000
thres:0.482556	0.005040	0.930233	correct:40.000000	recognized:43.000000	all:7936.000000
thres:0.484286	0.004914	0.928571	correct:39.000000	recognized:42.000000	all:7936.000000
thres:0.486015	0.004662	0.925000	correct:37.000000	recognized:40.000000	all:7936.000000
thres:0.487745	0.004536	0.923077	correct:36.000000	recognized:39.000000	all:7936.000000
thres:0.489474	0.004032	0.914286	correct:32.000000	recognized:35.000000	all:7936.000000
thres:0.491204	0.004032	0.941176	correct:32.000000	recognized:34.000000	all:7936.000000
thres:0.492934	0.004032	0.941176	correct:32.000000	recognized:34.000000	all:7936.000000
thres:0.494663	0.003780	0.937500	correct:30.000000	recognized:32.000000	all:7936.000000
